Transaction Date,Posting Date,Transaction ID,Merchant,Category,Amount,Card Number
2023-11-16,2023-11-18,TXN6051895,Netflix,Entertainment,349.12,**** **** **** 1152
2023-11-17,2023-11-18,TXN3304606,Comcast,Utilities,436.07,**** **** **** 3470
2023-11-17,2023-11-19,TXN9059269,Etsy,Online Shopping,62.13,**** **** **** 6771
2023-11-19,2023-11-21,TXN5797075,Verizon,Utilities,375.20,**** **** **** 9747
2023-11-20,2023-11-20,TXN1809249,Trader Joes,Groceries,58.52,**** **** **** 1323
2023-11-20,2023-11-22,TXN6750102,Ebay,Online Shopping,444.55,**** **** **** 3192
2023-11-21,2023-11-21,TXN3658100,Costco,Groceries,140.40,**** **** **** 3762
2023-11-21,2023-11-21,TXN3674211,Chipotle,Dining,349.60,**** **** **** 1960
2023-11-21,2023-11-21,TXN9248484,Walgreens,Healthcare,435.36,**** **** **** 2226
2023-11-21,2023-11-22,TXN4757843,Trader Joes,Groceries,434.82,**** **** **** 9598
2023-11-22,2023-11-23,TXN4422567,Netflix,Entertainment,346.84,**** **** **** 5835
2023-11-22,2023-11-23,TXN9085438,Pizza Hut,Dining,332.55,**** **** **** 5072
2023-11-22,2023-11-24,TXN5164755,Etsy,Online Shopping,441.29,**** **** **** 7859
2023-11-23,2023-11-23,TXN5240244,PG&E,Utilities,193.23,**** **** **** 9966
2023-11-23,2023-11-24,TXN1036858,Starbucks,Dining,380.86,**** **** **** 4633
2023-11-23,2023-11-24,TXN2852723,Amazon,Online Shopping,6.36,**** **** **** 2458
2023-11-23,2023-11-24,TXN4484526,Shell,Gas,24.51,**** **** **** 9132
2023-11-23,2023-11-24,TXN6135759,Shell,Gas,55.84,**** **** **** 9246
2023-11-24,2023-11-26,TXN1788191,Comcast,Utilities,257.91,**** **** **** 5712
2023-11-24,2023-11-26,TXN5966428,McDonalds,Dining,323.95,**** **** **** 8483
2023-11-25,2023-11-25,TXN7499587,AMC Theaters,Entertainment,408.55,**** **** **** 2696
2023-11-25,2023-11-26,TXN3258817,Health Clinic,Healthcare,296.71,**** **** **** 9260
2023-11-25,2023-11-26,TXN9104731,Trader Joes,Groceries,440.58,**** **** **** 3140
2023-11-25,2023-11-27,TXN4763253,Costco,Groceries,407.94,**** **** **** 2679
2023-11-26,2023-11-28,TXN6718584,Exxon,Gas,283.35,**** **** **** 8474
2023-11-27,2023-11-27,TXN9350675,McDonalds,Dining,61.44,**** **** **** 2741
2023-11-27,2023-11-29,TXN2259100,CVS Pharmacy,Healthcare,474.98,**** **** **** 9383
2023-11-28,2023-11-29,TXN1298116,Walgreens,Healthcare,63.76,**** **** **** 9148
2023-11-29,2023-11-29,TXN2794516,CVS Pharmacy,Healthcare,411.81,**** **** **** 7704
2023-11-29,2023-11-30,TXN1320859,Amazon,Online Shopping,86.62,**** **** **** 7609
2023-11-29,2023-11-30,TXN3438177,Trader Joes,Groceries,57.70,**** **** **** 7240
2023-11-29,2023-12-01,TXN2909784,McDonalds,Dining,408.41,**** **** **** 3996
2023-11-30,2023-12-01,TXN1902651,PG&E,Utilities,478.57,**** **** **** 6122
2023-11-30,2023-12-01,TXN5389135,Pizza Hut,Dining,223.14,**** **** **** 2037
2023-11-30,2023-12-02,TXN4246352,Etsy,Online Shopping,275.57,**** **** **** 4218
2023-12-01,2023-12-01,TXN3260294,Walmart,Groceries,288.88,**** **** **** 3639
2023-12-01,2023-12-03,TXN9167227,Etsy,Online Shopping,402.39,**** **** **** 8300
2023-12-02,2023-12-03,TXN3808418,Uber,Travel,259.38,**** **** **** 2572
2023-12-03,2023-12-03,TXN4819259,Walmart,Groceries,398.14,**** **** **** 2154
2023-12-03,2023-12-04,TXN7053183,Delta Airlines,Travel,333.35,**** **** **** 6424
2023-12-04,2023-12-05,TXN7399057,Exxon,Gas,47.82,**** **** **** 8170
2023-12-05,2023-12-06,TXN9111841,Netflix,Entertainment,285.35,**** **** **** 3395
2023-12-05,2023-12-06,TXN9230079,Trader Joes,Groceries,309.73,**** **** **** 5934
2023-12-06,2023-12-06,TXN2923047,Airbnb,Travel,418.20,**** **** **** 4183
2023-12-06,2023-12-06,TXN9569884,Verizon,Utilities,75.64,**** **** **** 3979
2023-12-06,2023-12-08,TXN5876342,Trader Joes,Groceries,233.33,**** **** **** 2198
2023-12-08,2023-12-08,TXN7077092,Shell,Gas,79.37,**** **** **** 3578
2023-12-08,2023-12-08,TXN7768215,Chipotle,Dining,210.89,**** **** **** 9798
2023-12-08,2023-12-10,TXN2519244,Shell,Gas,235.03,**** **** **** 9362
2023-12-09,2023-12-09,TXN4855635,Ebay,Online Shopping,300.28,**** **** **** 2127
2023-12-09,2023-12-10,TXN7060792,Delta Airlines,Travel,335.95,**** **** **** 9485
2023-12-09,2023-12-10,TXN9168181,Airbnb,Travel,205.89,**** **** **** 6653
2023-12-10,2023-12-10,TXN2924714,Health Clinic,Healthcare,412.73,**** **** **** 1144
2023-12-10,2023-12-10,TXN3390000,Amazon,Online Shopping,209.26,**** **** **** 9397
2023-12-11,2023-12-11,TXN2060950,Verizon,Utilities,63.56,**** **** **** 1096
2023-12-11,2023-12-11,TXN5641917,Airbnb,Travel,371.21,**** **** **** 8145
2023-12-11,2023-12-12,TXN3556763,Walgreens,Healthcare,310.09,**** **** **** 6008
2023-12-12,2023-12-12,TXN4246367,Delta Airlines,Travel,146.14,**** **** **** 2143
2023-12-13,2023-12-13,TXN3699938,PG&E,Utilities,280.52,**** **** **** 3131
2023-12-13,2023-12-14,TXN2731828,CVS Pharmacy,Healthcare,24.75,**** **** **** 6309
2023-12-13,2023-12-14,TXN9461748,Netflix,Entertainment,13.20,**** **** **** 9564
2023-12-13,2023-12-14,TXN9625782,Trader Joes,Groceries,123.25,**** **** **** 3717
2023-12-13,2023-12-15,TXN3288101,Costco,Groceries,82.38,**** **** **** 4602
2023-12-13,2023-12-15,TXN9668165,PG&E,Utilities,295.90,**** **** **** 2275
2023-12-15,2023-12-15,TXN3002424,Chipotle,Dining,481.43,**** **** **** 9418
2023-12-15,2023-12-16,TXN2375290,Chevron,Gas,278.08,**** **** **** 3879
2023-12-16,2023-12-18,TXN7893744,Walgreens,Healthcare,109.30,**** **** **** 3641
2023-12-18,2023-12-19,TXN7585029,Health Clinic,Healthcare,388.72,**** **** **** 6993
2023-12-18,2023-12-20,TXN2428191,Netflix,Entertainment,25.68,**** **** **** 7456
2023-12-19,2023-12-20,TXN1670091,Costco,Groceries,235.83,**** **** **** 3536
2023-12-19,2023-12-21,TXN1081065,Ebay,Online Shopping,479.54,**** **** **** 3762
2023-12-20,2023-12-22,TXN2901507,Chipotle,Dining,210.23,**** **** **** 6410
2023-12-21,2023-12-23,TXN5332877,Trader Joes,Groceries,77.70,**** **** **** 3725
2023-12-22,2023-12-22,TXN6550757,Shell,Gas,102.72,**** **** **** 8982
2023-12-22,2023-12-23,TXN1654924,AMC Theaters,Entertainment,52.67,**** **** **** 8796
2023-12-22,2023-12-23,TXN1669029,CVS Pharmacy,Healthcare,452.73,**** **** **** 4994
2023-12-22,2023-12-23,TXN5745083,Comcast,Utilities,196.01,**** **** **** 9851
2023-12-23,2023-12-25,TXN3916715,Exxon,Gas,135.34,**** **** **** 9918
2023-12-24,2023-12-25,TXN1187069,Exxon,Gas,76.32,**** **** **** 7113
2023-12-24,2023-12-26,TXN1635626,Netflix,Entertainment,232.32,**** **** **** 6434
2023-12-25,2023-12-27,TXN9436204,Trader Joes,Groceries,424.88,**** **** **** 6860
2023-12-26,2023-12-27,TXN3778404,Trader Joes,Groceries,441.61,**** **** **** 8207
2023-12-26,2023-12-28,TXN9814666,Amazon,Online Shopping,393.10,**** **** **** 6207
2023-12-27,2023-12-27,TXN2209981,Airbnb,Travel,415.23,**** **** **** 8130
2023-12-27,2023-12-28,TXN2265001,AMC Theaters,Entertainment,102.23,**** **** **** 2252
2023-12-27,2023-12-28,TXN8765307,AMC Theaters,Entertainment,367.82,**** **** **** 8863
2023-12-29,2023-12-29,TXN1614990,Trader Joes,Groceries,291.56,**** **** **** 4485
2023-12-29,2023-12-31,TXN1020136,Starbucks,Dining,243.71,**** **** **** 3135
2023-12-30,2023-12-30,TXN5755579,Verizon,Utilities,484.78,**** **** **** 1305
2023-12-30,2023-12-31,TXN8264954,PG&E,Utilities,228.31,**** **** **** 7626
2023-12-31,2023-12-31,TXN9081054,Uber,Travel,305.23,**** **** **** 8723
2023-12-31,2024-01-01,TXN2054635,Walmart,Groceries,381.93,**** **** **** 4796
2023-12-31,2024-01-02,TXN8117053,Trader Joes,Groceries,37.41,**** **** **** 4492
